     9.651711275378632e-01    -8.381439817718695e-21
    -1.759822345321001e-01     2.876076681130297e-03
     1.605108944594632e+00     8.669971457111294e-03
     3.167711938497330e-01     2.486870104410771e-02
     1.068463009605765e+00     4.661386076595023e-02
     1.149676561905938e+00     7.643358210734719e-02
    -1.243321597877533e+00     1.115178160230956e-01
     9.457719496837694e-01     1.394355646374464e-01
     1.435825697981610e+00     1.714255436802026e-01
     1.057484611446659e+00     2.131290669026717e-01
    -4.696322804177829e-01     2.595603444362730e-01
     4.903819555961144e-01     3.010811368822319e-01
    -1.836229787966580e-01     3.401643306998794e-01
    -9.612599435725045e-01     3.723918923569483e-01
     6.238581621769641e-01     3.941648904691203e-01
    -7.771966914121873e-01     4.124605318866034e-01
     1.182947562440587e+00     4.238846206192110e-01
     1.612873637311192e-01     4.374414915868056e-01
    -5.024075017341521e-01     4.483190302486179e-01
    -1.260422409432737e+00     4.492809461948707e-01
    -1.764781112518522e+00     4.338530975467627e-01
    -8.318037423853318e-01     3.998498562694420e-01
    -4.856675042466354e-01     3.541790930119844e-01
     1.902298440384682e+00     3.054521670114481e-01
    -5.562858816460782e-01     2.663606552783523e-01
     1.030209590402675e-01     2.258066169125595e-01
     2.168537307006555e-01     1.847619835565414e-01
     4.862289393483344e-01     1.459013110344090e-01
     6.201051030140842e-01     1.116830362993176e-01
    -8.822009819738985e-01     8.109200677669391e-02
    -6.377149171555556e-01     4.509745171961073e-02
     5.035225824984662e-01     5.313482389472536e-03
    -1.502088644890852e-01    -3.095402274625658e-02
     3.569715088904361e-01    -6.507414658273890e-02
     1.229423803478775e+00    -9.310367276453403e-02
     5.679483579888778e-01    -1.095821094853259e-01
    -1.475106201078060e-01    -1.188890045569886e-01
     7.328372231009491e-01    -1.255026936007595e-01
    -3.686649455442432e-01    -1.266899982153484e-01
     7.911537535540852e-02    -1.276814968818889e-01
     2.735801479470306e-01    -1.270118214673042e-01
    -1.443781938706287e+00    -1.255916605022233e-01
     1.824597423379579e-02    -1.319504602759557e-01
     8.396898909335505e-01    -1.375975993789294e-01
     4.313244312242552e-01    -1.354527997003399e-01
     1.318175846626574e+00    -1.257179379665892e-01
    -4.245667025194116e-01    -1.065306537073592e-01
    -6.201155239662062e-01    -8.871583136358240e-02
    -1.951287621512546e+00    -7.868370136714044e-02
    -1.503129428329335e+00    -8.449492094592970e-02
     5.800609847200339e-01    -1.012617445138472e-01
     2.783102411048302e-01    -1.145633969357530e-01
    -1.255399266532727e-01    -1.236737432933336e-01
     4.376324318413165e-02    -1.315130296697522e-01
     1.200857373221839e+00    -1.356934903816876e-01
     4.852816371676842e-01    -1.296700385880939e-01
     8.113328003769169e-01    -1.161650486955959e-01
     1.988506232260478e-01    -9.564252589063742e-02
     1.762735724049156e+00    -6.947079804747687e-02
     6.519712513256599e-01    -3.074002354704754e-02
     5.077721105551130e-01     1.471677808910202e-02
    -1.138025534946284e-01     6.242836035445526e-02
     5.474591654709753e-01     1.086385479296109e-01
     9.652234779096571e-01     1.569548218587442e-01
    -8.261436760203870e-01     2.076632565436307e-01
    -1.891782120900524e+00     2.473962288119970e-01
    -6.744118363643522e-01     2.683497037907885e-01
     1.540750246865175e+00     2.809331597464413e-01
    -1.252103594991805e+00     2.971750404163907e-01
    -5.382088415290590e-02     3.040970958596064e-01
     6.597546159105380e-01     3.064818229212553e-01
     7.799750347273789e-01     3.112778461410028e-01
     5.733138754491560e-01     3.199412548433208e-01
    -5.023382123405420e-01     3.293066320157880e-01
     5.060054637271829e-01     3.335612844071085e-01
    -7.806581812855823e-01     3.355858665361977e-01
    -4.165778185740692e-01     3.292786019792542e-01
    -1.404420920993672e+00     3.136955281516872e-01
    -3.549057293820106e-01     2.852233974675115e-01
     6.015359191975076e-01     2.514787206243029e-01
    -2.214387361419411e-01     2.195822489568735e-01
    -1.051505268889320e+00     1.845783090254375e-01
    -7.163758581352950e-01     1.407347610464623e-01
    -7.371369801546751e-02     9.073355876259202e-02
    -4.798210293377281e-01     3.937350260973692e-02
     9.428408632875585e-01    -1.205499143034835e-02
    -4.699368237784912e-01    -5.674429285428037e-02
     2.612477906096082e-01    -1.002383927134931e-01
    -1.469179495395943e+00    -1.425225761280159e-01
    -3.302238346688078e-01    -1.914666993168373e-01
     5.412968573642968e-01    -2.402546299217637e-01
     1.001649110702540e-01    -2.816111769176651e-01
    -1.149913997417304e+00    -3.189554280187050e-01
     1.222348783029806e+00    -3.570406590809402e-01
    -9.361575899422431e-01    -3.855584150595937e-01
    -2.189052287193129e+00    -4.169276734209220e-01
    -7.951332461999890e-01    -4.600994614781443e-01
    -1.142891267537507e-01    -5.059904905722450e-01
    -9.483698407093600e-01    -5.487219400237402e-01
     7.761646255284316e-01    -5.894995001882148e-01
     2.159895237692487e-01    -6.190140525863892e-01
     2.605903018668006e+00    -6.343455875790129e-01
     6.861254242085657e-01    -6.243693874255832e-01
    -2.427441855335619e-01    -6.003771442204497e-01
    -5.971537421040883e-01    -5.729057009355799e-01
     2.115451740824464e+00    -5.417020419135692e-01
     3.455760351271577e-01    -4.930008702356051e-01
     6.847801800182031e-01    -4.345751623976672e-01
    -2.230173715871480e+00    -3.728328990158868e-01
     1.073982091123210e+00    -3.215412326131991e-01
    -2.077635518688583e-01    -2.660479725574459e-01
    -2.224772524392057e-01    -2.101119067870185e-01
     4.715812565204925e-01    -1.553217328656274e-01
    -9.258775874037881e-01    -9.996661783175953e-02
     1.732607208007327e-01    -5.079935437508858e-02
     1.026647744698731e+00    -1.734834449376509e-03
     9.991498248564591e-01     5.405332700699147e-02
    -1.149707177907202e+00     1.134110490802117e-01
     9.855305975108829e-01     1.650653547163953e-01
    -1.222469747712808e+00     2.156366890713123e-01
     6.763632759898264e-01     2.568409177445284e-01
     6.571532189404852e-01     2.974370811140300e-01
     2.889348924060341e-01     3.393884261963642e-01
    -8.943494719907347e-02     3.791718992996602e-01
     1.051381317518537e+00     4.152989327729216e-01
    -1.143881541264864e+00     4.507745310966234e-01
     7.210381501679249e-01     4.758650890111925e-01
    -3.063775684136057e-01     4.976637298464386e-01
    -6.407106623373798e-01     5.118420210542075e-01
    -4.378398791218133e-01     5.150508212367388e-01
    -8.779595778181121e-01     5.077468747721801e-01
     1.415384000811120e-01     4.895500404964579e-01
     1.402388523795078e+00     4.690894884049460e-01
     1.541942518814657e+00     4.567641981913754e-01
    -2.180469870644778e-01     4.524225623119966e-01
     5.541654859942090e-01     4.458031667458964e-01
     5.546688037313376e-01     4.392571087832710e-01
    -5.222206367039284e-01     4.323211837398332e-01
     1.870301712803196e+00     4.219949463896768e-01
     2.374662003046096e-01     4.196980943302123e-01
     4.241032420081276e-01     4.186539779434412e-01
    -9.161350601195575e-01     4.151919796058010e-01
    -1.568742462923305e+00     3.999164193022668e-01
    -1.142728697928528e+00     3.677155079425048e-01
    -1.355118141752711e+00     3.209441956260526e-01
     9.372560508187814e-01     2.637148583416372e-01
     1.408205535733293e-01     2.103069690739431e-01
    -5.401000105797906e-01     1.584771556251234e-01
    -1.749533097439585e+00     1.009434995878347e-01
     1.249855454048086e+00     3.444347345608771e-02
     8.994090420737491e-01    -2.297167421979930e-02
    -8.823536478731995e-01    -7.147343914602106e-02
     4.339882550625652e-01    -1.209640310913351e-01
    -2.204825664546881e-01    -1.662860884490059e-01
     2.981556325276739e-01    -2.084484251484778e-01
     6.142148205744143e-01    -2.443128075726242e-01
     1.271465537235583e+00    -2.697890462937926e-01
     7.700783324032515e-01    -2.810600542668657e-01
    -1.562054570369385e+00    -2.846296167497932e-01
    -5.980208749838326e-01    -2.952106950367581e-01
    -2.388187274178043e-01    -3.093088158353338e-01
    -3.162298891374088e-01    -3.228721060189630e-01
     1.584559206694912e-01    -3.349304642633281e-01
    -7.733318519397498e-01    -3.439877536657714e-01
     4.669481675681026e-01    -3.533431232005941e-01
     1.201630044349522e+00    -3.550907175911679e-01
    -7.911843005082696e-01    -3.459970166083313e-01
    -1.471070377222894e+00    -3.395199266958539e-01
    -5.983498205693722e-01    -3.418412263451087e-01
    -1.269438841542128e+00    -3.491015881561036e-01
    -1.660434191051500e+00    -3.646514455402981e-01
    -2.211584491542447e+00    -3.925600116476913e-01
    -1.991007386570758e+00    -4.359358403495595e-01
     3.575661525228939e-01    -4.893250553892055e-01
    -1.075753495210755e+00    -5.384867975814350e-01
    -1.030039247199940e+00    -5.885905567968855e-01
     5.066325834255196e-01    -6.385929324227826e-01
    -1.370930064408554e+00    -6.809987437809450e-01
     2.670698764775503e+00    -7.187980585894111e-01
     3.174415645834967e-02    -7.328032422711153e-01
     4.501413222943337e-01    -7.338146111904480e-01
    -5.020538194666414e-01    -7.254369634680955e-01
    -6.668176880380005e-01    -7.139322712430252e-01
     2.266908991251364e-01    -7.006771839862855e-01
     7.053355478655972e-01    -6.795138073680183e-01
    -4.676133934231169e-01    -6.483247432750724e-01
    -2.632457316146145e-01    -6.143553375698568e-01
     7.650490872105904e-01    -5.769133703321477e-01
    -1.749053297185248e-01    -5.310083727194268e-01
     9.092119502678135e-01    -4.801078737519747e-01
    -1.915567213176994e-01    -4.211636982829944e-01
     8.121143941637270e-01    -3.588469582704867e-01
     2.115160983309998e+00    -2.869781950490733e-01
     6.758148610068058e-01    -1.988802502201668e-01
    -1.066682015887595e+00    -1.062165004931171e-01
     1.026465890774072e+00    -2.032415100580526e-02
     2.160503743628078e+00     7.093956928342787e-02
    -1.206963532309148e+00     1.717036334668762e-01
    -9.429105590146837e-01     2.608928719679643e-01
     1.585213869117467e+00     3.385371100394466e-01
     6.018270568930170e-01     4.196384236069734e-01
     1.922772788700742e+00     5.031125894737777e-01
    -9.536012905844691e-01     5.903389758648208e-01
    -1.471252143701885e-01     6.650032932463634e-01
     2.176466400635896e+00     7.313141459088718e-01
     4.265953484322949e-02     8.019036832093219e-01
    -1.936523162930458e+00     8.624742930707184e-01
     1.433066806633770e+00     9.020123253012093e-01
    -1.511325686746867e+00     9.348977953851275e-01
    -1.396123568171772e+00     9.474843809723528e-01
     6.766734258494531e-01     9.398554760614194e-01
     7.751155004331121e-01     9.267593562404268e-01
    -8.427829438664443e-01     9.098639081150213e-01
     1.352339850955974e+00     8.827006942143736e-01
     1.606542089214413e+00     8.580729543362000e-01
    -5.515151295332728e-01     8.377714823967602e-01
    -5.505487911869774e-01     8.081491202662046e-01
     1.385162263220835e+00     7.695715618198827e-01
    -4.765958353432382e-02     7.330435097649862e-01
